6M143,6565042.627,538077.106,48.657,H
6M144,6565033.087,538097.405,49.355,R
6M145,6565032.438,538092.640,49.304,R
6M146,6565033.534,538099.584,49.570,VP
6M147,6565039.817,538092.603,49.230,VP
6M148,6565040.656,538086.538,50.080,POS
6M149,6565046.262,538090.017,49.520,POS
6M150,6565045.657,538091.077,46.906,VPOST
6M151,6565042.423,538093.363,46.866,VPOST
6M152,6565042.445,538093.959,47.600,HK
6M153,6565046.452,538091.444,47.336,HK
6M154,6565042.684,538094.510,47.423,AV
6M155,6565028.348,538104.546,47.558,AV
1 (11),6565014.213,538118.579,48.774,
6M156,6565043.673,538103.370,54.854,BP
6M157,6565043.692,538103.125,54.878,R
6M158,6565043.898,538103.485,54.881,R
6M159,6565045.069,538105.382,60.168,OH
6M160,6565042.604,538101.936,60.122,OH
6M161,6564982.332,538131.729,53.384,BP
6M162,6564975.724,538134.290,51.015,H
6M163,6564975.320,538131.621,50.900,H-
6M164,6564975.548,538133.205,50.916,H-
6M165,6564991.833,538116.916,49.631,H
6M166,6565000.087,538115.864,49.324,H
6M167,6564999.694,538112.463,49.376,H
6M168,6565002.563,538112.178,49.284,H
6M169,6565001.950,538106.340,49.438,H
6M170,6565008.924,538112.984,48.455,R
6M171,6565011.483,538112.642,48.503,R
6M172,6565011.616,538112.852,48.514,R
6M173,6565015.070,538112.235,48.509,R
6M174,6565018.843,538145.440,48.152,H
6M175,6565023.944,538142.425,48.186,H
6M176,6565026.862,538146.984,48.064,H-
6M177,6565044.699,538149.137,49.616,H
6M178,6565038.618,538139.983,49.730,H
6M179,6565045.394,538135.487,49.818,H
6M180,6565040.925,538134.880,47.393,R
6M181,6565037.427,538137.340,47.695,R
6M182,6565017.913,538124.007,48.842,KK
6M183,6565035.128,538133.323,47.901,VP
6M184,6565034.854,538117.855,48.069,VP
6M185,6565023.475,538118.242,48.241,POS
6M186,6565022.488,538118.925,48.266,POS
6M187,6565021.730,538119.432,48.317,POS
6M188,6565034.532,538109.539,49.951,POS
6M189,6565042.028,538112.739,48.348,R
6M190,6565044.334,538116.424,48.321,R
6M191,6565045.546,538116.557,48.303,R
6M192,6565044.347,538117.254,48.321,R
6M193,6565046.211,538120.391,48.295,R
6M194,6565066.174,538132.885,48.521,H
6M195,6565061.455,538135.829,48.755,H
6M196,6565062.096,538136.858,49.303,H
6M197,6565059.470,538138.515,49.285,H
6M198,6565062.855,538144.118,49.346,H-
6M199,6565011.635,538113.037,46.939,AV
6M200,6565012.011,538116.324,46.877,AV
6M201,6565004.592,538121.045,47.112,VPOST
6M202,6565001.087,538123.143,47.154,VPOST
6M203,6564984.498,538134.147,47.269,EK
6M204,6564985.101,538133.442,47.278,AV
X82,6565013.986,538051.084,46.985,
X81,6565020.431,538106.998,47.294,
1 (12),6565020.652,538088.176,48.775,
6M206,6565012.637,538098.998,48.314,H
6M207,6565011.035,538095.380,49.415,H-
6M208,6565007.761,538090.444,47.760,H-
6M209,6565007.352,538086.754,47.733,H
6M210,6565012.216,538073.930,53.626,BP
6M211,6565029.988,538064.036,51.059,OH
6M212,6565013.350,538068.580,49.417,R
6M213,6565015.829,538068.303,49.404,R
6M214,6565015.199,538063.260,49.506,R
6M215,6565028.659,538093.842,48.739,H-
6M216,6565026.520,538087.455,49.589,VP
6M217,6565025.476,538079.045,49.443,VP
6M218,6565024.807,538075.357,49.223,VP
1 (13),6565018.014,538057.167,48.701,
6M219,6565012.673,538063.455,48.981,H
6M220,6565005.360,538069.404,48.554,H
6M221,6565004.283,538059.660,48.336,H
6M222,6565003.924,538056.648,48.618,H
6M223,6565003.578,538053.340,48.614,H
6M224,6565003.513,538052.619,48.612,H
6M225,6564999.412,538057.169,48.038,H
6M226,6565020.476,538048.053,50.243,H
6M227,6565020.900,538052.027,48.896,H
6M228,6565028.018,538051.212,49.086,H
6M229,6565018.928,538052.254,48.075,R
6M230,6565018.460,538048.319,48.027,R
6M231,6565029.598,538054.256,49.762,R
6M232,6565032.422,538054.009,49.439,H
6M233,6565033.476,538059.518,49.483,H-
6M234,6565033.457,538059.311,49.481,H
6M235,6565037.414,538058.856,49.234,H
6M236,6565033.572,538060.354,49.136,H
6M237,6565030.169,538060.783,49.048,H
6M238,6565030.544,538063.958,49.091,H
6M239,6565031.028,538064.334,49.108,H-
6M240,6565031.233,538066.060,49.137,H-
6M241,6565031.255,538066.247,49.141,H
6M242,6565039.784,538073.193,49.441,H-
6M243,6565034.997,538073.853,49.353,H-
X111,6564800.369,538545.056,47.022,
X112,6564835.592,538607.955,47.652,
1 (14),6564807.171,538550.324,48.654,
12M0001,6564826.414,538587.383,47.191,
12M0002,6564823.484,538588.023,47.259,
12M0003,6564818.771,538572.631,47.076,
12M0004,6564815.617,538573.223,47.197,
